part_number,capture_sequence,block_index,section_code,propaedia_page_reference,header_context,image_relative_path,topic_summary,sort_order,observed_title,extraction_method,match_status,match_method,matched_title,matched_volume_number,matched_start_page,matched_page_count_estimate
6,9,1,626,246,246 Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-09.jpg,"Major articles dealing with architecture, garden and landscape design, and urban design",12,South Asian Arts,single_ocr_line,matched,direct,SOUTH ASIAN ARTS,15,634,77
6,9,1,626,246,246 Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-09.jpg,"Major articles dealing with architecture, garden and landscape design, and urban design",13,Southeast Asian Arts,single_ocr_line,matched,direct,SOUTHEAST ASIAN ARTS,15,795,43
6,10,1,627,249,Division II. Section 627,propaedia_pages/part_6/propaedia-2010-part-06-photo-10.jpg,Major articles dealing with sculpture,1,"Middle Eastern Arts and Architecture, Ancient",combined_2_fragment_titles,matched,observed_comma_flip,Ancient MIDDLE EASTERN ARTS AND ARCHITECTURE,12,74,17
6,10,1,627,249,Division II. Section 627,propaedia_pages/part_6/propaedia-2010-part-06-photo-10.jpg,Major articles dealing with sculpture,2,African Arts,single_ocr_line,matched,direct,AFRICAN ARTS,1,121,47
6,10,1,627,249,Division II. Section 627,propaedia_pages/part_6/propaedia-2010-part-06-photo-10.jpg,Major articles dealing with sculpture,3,"American Peoples, Arts of Native",single_ocr_line,matched,observed_comma_flip,Arts of Native AMERICAN PEOPLES,1,312,37
6,10,1,627,249,Division II. Section 627,propaedia_pages/part_6/propaedia-2010-part-06-photo-10.jpg,Major articles dealing with sculpture,4,Oceanic Arts,single_ocr_line,matched,direct,OCEANIC ARTS,13,104,30
6,10,1,627,249,Division II. Section 627,propaedia_pages/part_6/propaedia-2010-part-06-photo-10.jpg,Major articles dealing with sculpture,5,Central Asian Arts,single_ocr_line,matched,direct,CENTRAL ASIAN ARTS,3,716,21
6,10,1,627,249,Division II. Section 627,propaedia_pages/part_6/propaedia-2010-part-06-photo-10.jpg,Major articles dealing with sculpture,6,"Sculpture, The Art of",single_ocr_line,matched,observed_comma_flip,The Art of SCULPTURE,15,43,17
6,10,1,627,249,Division II. Section 627,propaedia_pages/part_6/propaedia-2010-part-06-photo-10.jpg,Major articles dealing with sculpture,7,East Asian Arts,single_ocr_line,matched,direct,EAST ASIAN ARTS,5,667,105
6,10,1,627,249,Division II. Section 627,propaedia_pages/part_6/propaedia-2010-part-06-photo-10.jpg,Major articles dealing with sculpture,8,"Sculpture, The History of Western",single_ocr_line,matched,observed_comma_flip,The History of Western SCULPTURE,15,60,55
6,10,1,627,249,Division II. Section 627,propaedia_pages/part_6/propaedia-2010-part-06-photo-10.jpg,Major articles dealing with sculpture,9,"Egyptian Arts and Architecture, Ancient",single_ocr_line,matched,observed_comma_flip,Ancient EGYPTIAN ARTS AND ARCHITECTURE,6,145,10
6,10,1,627,249,Division II. Section 627,propaedia_pages/part_6/propaedia-2010-part-06-photo-10.jpg,Major articles dealing with sculpture,10,South Asian Arts,single_ocr_line,matched,direct,SOUTH ASIAN ARTS,15,634,77
6,10,1,627,249,Division II. Section 627,propaedia_pages/part_6/propaedia-2010-part-06-photo-10.jpg,Major articles dealing with sculpture,11,Folk Arts,single_ocr_line,matched,direct,FOLK ARTS,7,306,33
6,10,1,627,249,Division II. Section 627,propaedia_pages/part_6/propaedia-2010-part-06-photo-10.jpg,Major articles dealing with sculpture,12,Southeast Asian Arts,single_ocr_line,matched,direct,SOUTHEAST ASIAN ARTS,15,795,43
6,10,1,627,249,Division II. Section 627,propaedia_pages/part_6/propaedia-2010-part-06-photo-10.jpg,Major articles dealing with sculpture,13,Islamic Arts,single_ocr_line,matched,direct,ISLAMIC ARTS,10,44,59
6,10,1,627,249,Division II. Section 627,propaedia_pages/part_6/propaedia-2010-part-06-photo-10.jpg,Major articles dealing with sculpture,14,Masks,single_ocr_line,matched,direct,MASKS,11,544,8
6,11,1,628,251,Division II. Section 628,propaedia_pages/part_6/propaedia-2010-part-06-photo-11.jpg,"Major articles and biographies dealing with drawing, painting, printmaking, and photography",1,"Caricature, Cartoon, and Comic Strip",combined_2_adjacent_ocr_lines,matched,direct,"CARICATURE, CARTOON, AND COMIC STRIP",3,539,14
6,11,1,628,251,Division II. Section 628,propaedia_pages/part_6/propaedia-2010-part-06-photo-11.jpg,"Major articles and biographies dealing with drawing, painting, printmaking, and photography",2,Drafting,single_ocr_line,matched,direct,DRAFTING,5,455,5
6,11,1,628,251,Division II. Section 628,propaedia_pages/part_6/propaedia-2010-part-06-photo-11.jpg,"Major articles and biographies dealing with drawing, painting, printmaking, and photography",3,Drawing,single_ocr_line,matched,direct,DRAWING,5,460,18
6,11,1,628,251,Division II. Section 628,propaedia_pages/part_6/propaedia-2010-part-06-photo-11.jpg,"Major articles and biographies dealing with drawing, painting, printmaking, and photography",4,Folk Arts,single_ocr_line,matched,direct,FOLK ARTS,7,306,33
6,11,1,628,251,Division II. Section 628,propaedia_pages/part_6/propaedia-2010-part-06-photo-11.jpg,"Major articles and biographies dealing with drawing, painting, printmaking, and photography",5,Mapping and Surveying,single_ocr_line,matched,direct,MAPPING AND SURVEYING,11,473,22
6,11,1,628,251,Division II. Section 628,propaedia_pages/part_6/propaedia-2010-part-06-photo-11.jpg,"Major articles and biographies dealing with drawing, painting, printmaking, and photography",6,"Painting, The Art of",single_ocr_line,matched,observed_comma_flip,The Art of PAINTING,13,318,18
6,11,1,628,251,Division II. Section 628,propaedia_pages/part_6/propaedia-2010-part-06-photo-11.jpg,"Major articles and biographies dealing with drawing, painting, printmaking, and photography",7,"Painting, The History of Western",combined_2_adjacent_ocr_lines,matched,observed_comma_flip,The History of Western PAINTING,13,336,57
6,11,1,628,251,Division II. Section 628,propaedia_pages/part_6/propaedia-2010-part-06-photo-11.jpg,"Major articles and biographies dealing with drawing, painting, printmaking, and photography",8,Photography,single_ocr_line,matched,direct,PHOTOGRAPHY,13,761,38
6,11,1,628,251,Division II. Section 628,propaedia_pages/part_6/propaedia-2010-part-06-photo-11.jpg,"Major articles and biographies dealing with drawing, painting, printmaking, and photography",9,Printmaking,single_ocr_line,matched,direct,PRINTMAKING,14,112,23
6,12,1,628,252,Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-12.jpg,,1,Titian,single_ocr_line,matched,direct,TITIAN,16,674,4
6,12,1,628,252,Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-12.jpg,,2,Velázquez,single_ocr_line,unmatched,,,,,
6,12,1,628,252,Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-12.jpg,,3,Picasso,single_ocr_line,matched,direct,PICASSO,13,860,5
6,12,1,628,252,Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-12.jpg,,4,Leonardo da Vinci,single_ocr_line,matched,direct,LEONARDO DA VINCI,10,939,8
6,12,1,628,252,Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-12.jpg,,5,Rembrandt,single_ocr_line,matched,observed_manual_alias,REMBRANDT VAN RIJN,14,600,9
6,12,1,628,252,Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-12.jpg,,6,Michelangelo,single_ocr_line,matched,direct,MICHELANGELO,12,55,6
6,13,1,629,256,256 Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-13.jpg,Major articles dealing with the arts of decoration and functional design,1,African Arts,single_ocr_line,matched,direct,AFRICAN ARTS,1,121,47
6,13,1,629,256,256 Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-13.jpg,Major articles dealing with the arts of decoration and functional design,2,Central Asian Arts,single_ocr_line,matched,direct,CENTRAL ASIAN ARTS,3,716,21
6,13,1,629,256,256 Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-13.jpg,Major articles dealing with the arts of decoration and functional design,3,Decorative Arts and Furnishings,combined_2_adjacent_ocr_lines,matched,direct,DECORATIVE ARTS AND FURNISHINGS,5,1,220
6,13,1,629,256,256 Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-13.jpg,Major articles dealing with the arts of decoration and functional design,4,Dress and Adornment,combined_2_adjacent_ocr_lines,matched,direct,DRESS AND ADORNMENT,5,478,51
6,13,1,629,256,256 Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-13.jpg,Major articles dealing with the arts of decoration and functional design,5,East Asian Arts,single_ocr_line,matched,direct,EAST ASIAN ARTS,5,667,105
6,13,1,629,256,256 Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-13.jpg,Major articles dealing with the arts of decoration and functional design,6,Folk Arts,single_ocr_line,matched,direct,FOLK ARTS,7,306,33
6,13,1,629,256,256 Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-13.jpg,Major articles dealing with the arts of decoration and functional design,7,Heraldry,single_ocr_line,matched,direct,HERALDRY,8,503,16
6,13,1,629,256,256 Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-13.jpg,Major articles dealing with the arts of decoration and functional design,8,Marketing and Merchandising,combined_2_adjacent_ocr_lines,matched,direct,MARKETING AND MERCHANDISING,11,495,14
6,13,1,629,256,256 Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-13.jpg,Major articles dealing with the arts of decoration and functional design,9,Oceanic Arts,single_ocr_line,matched,direct,OCEANIC ARTS,13,104,30
6,13,1,629,256,256 Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-13.jpg,Major articles dealing with the arts of decoration and functional design,10,"Printing, Typography, and Photoengraving",combined_2_adjacent_ocr_lines,matched,direct,"PRINTING, TYPOGRAPHY, AND PHOTOENGRAVING",14,71,41
6,13,1,629,256,256 Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-13.jpg,Major articles dealing with the arts of decoration and functional design,11,South Asian Arts,single_ocr_line,matched,direct,SOUTH ASIAN ARTS,15,634,77
6,13,1,629,256,256 Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-13.jpg,Major articles dealing with the arts of decoration and functional design,12,Southeast Asian Arts,single_ocr_line,matched,direct,SOUTHEAST ASIAN ARTS,15,795,43
6,13,1,629,256,256 Part Six. Art,propaedia_pages/part_6/propaedia-2010-part-06-photo-13.jpg,Major articles dealing with the arts of decoration and functional design,13,Writing,manual_page_title,matched,direct,WRITING,17,1025,52
